id,cnt_airlines,cnt_entertainment,cnt_auto_rentals,cnt_vehicles,cnt_business_serv,cnt_clothing_stores,cnt_contracted_serv,cnt_direct_marketing,cnt_govt_serv,cnt_hotel,cnt_misc,cnt_personal_serv_prov,cnt_repair_serv,cnt_retail_stores,cnt_service_prov,cnt_transport,cnt_utilities,cnt_wholesale_distributor,tot_tran_cnt,amt_airlines,amt_entertainment,amt_auto_rentals,amt_vehicles,amt_business_serv,amt_clothing_stores,amt_contracted_serv,amt_direct_marketing,amt_govt_serv,amt_hotel,amt_misc,amt_personal_serv_prov,amt_repair_serv,amt_retail_stores,amt_service_prov,amt_transport,amt_utilities,amt_wholesale_distributor,tot_tran_amt,payment
13,0,1,0,1,0,2,0,1,1,1,5,1,0,5,0,1,1,0,20,380,147,185,166,52,356,10,52,233,603,992,342,24,589,166,223,204,24,4748,1187
16,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,6,3499,1356,1706,1531,481,3280,88,481,2143,5555,9141,3149,219,5423,1531,2056,1881,219,43739,43739
17,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,30,12,15,13,4,29,1,4,19,48,79,27,2,47,13,18,16,2,379,18.95
18,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,1580,612,771,691,217,1482,40,217,968,2509,4129,1422,99,2450,691,929,850,99,19756,19756
21,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,1513,586,738,662,208,1419,38,208,927,2402,3953,1362,95,2345,662,889,813,95,18915,18915
22,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,491,190,240,215,68,461,12,68,301,780,1283,442,31,761,215,289,264,31,6142,3071
23,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,33,13,16,15,5,31,1,5,20,52,86,30,2,51,15,19,18,2,414,207
24,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,20,8,10,9,3,18,1,3,12,31,51,18,1,30,9,12,11,1,248,37.2
25,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,296,115,144,130,41,278,8,41,181,470,774,267,19,459,130,174,159,19,3705,1852.5
26,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,10,4,5,4,1,9,0,1,6,15,25,9,1,15,4,6,5,1,121,6.05
27,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,85,33,42,37,12,80,2,12,52,136,223,77,5,132,37,50,46,5,1066,1066
28,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,460,178,224,201,63,431,12,63,282,730,1201,414,29,713,201,270,247,29,5748,2874
29,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,1318,511,642,577,181,1235,33,181,807,2092,3442,1186,82,2042,577,774,708,82,16470,16470
30,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,731,283,357,320,101,686,18,101,448,1161,1910,658,46,1133,320,430,393,46,9142,9142
31,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,21,8,10,9,3,20,1,3,13,33,55,19,1,32,9,12,11,1,261,130.5
32,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,5423,2102,2644,2373,746,5084,136,746,3322,8610,14168,4881,339,8406,2373,3186,2915,339,67793,67793
33,0,1,0,1,0,2,0,1,1,1,5,1,0,5,0,1,1,0,20,95,37,46,42,13,89,2,13,58,151,248,85,6,147,42,56,51,6,1187,1187
34,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,5,1783,691,869,780,245,1672,45,245,1092,2831,4659,1605,112,2764,780,1048,959,112,22292,5573
36,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,25,10,12,11,3,23,1,3,15,39,64,22,2,38,11,14,13,2,308,308
39,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,32,12,15,14,4,30,1,4,19,50,83,29,2,49,14,19,17,2,396,396
40,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,1678,650,818,734,231,1573,42,231,1028,2664,4384,1510,105,2601,734,986,902,105,20976,20976
41,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,860,333,419,376,118,806,22,118,527,1365,2246,774,54,1333,376,505,462,54,10748,10748
42,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,4244,1645,2069,1857,584,3979,106,584,2599,6737,11087,3819,265,6578,1857,2493,2281,265,53049,53049
43,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,2961,1147,1443,1295,407,2776,74,407,1813,4700,7735,2665,185,4589,1295,1739,1591,185,37007,18503.5
44,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,735,285,359,322,101,689,18,101,450,1167,1921,662,46,1140,322,432,395,46,9191,4595.5
45,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,781,303,381,342,107,732,20,107,479,1240,2041,703,49,1211,342,459,420,49,9766,4883
46,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,6,129,50,63,56,18,121,3,18,79,204,336,116,8,199,56,76,69,8,1609,1609
47,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,138,54,67,60,19,129,4,19,85,219,360,124,9,214,60,81,74,9,1725,862.5
48,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,328,127,160,144,45,308,8,45,201,521,857,295,21,508,144,193,176,21,4102,4102
49,0,1,0,1,0,2,0,1,1,1,6,1,0,5,0,1,1,0,21,1904,738,928,833,262,1785,48,262,1166,3023,4974,1714,119,2951,833,1119,1024,119,23802,5950.5
50,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,2786,1080,1358,1219,383,2612,70,383,1706,4423,7278,2507,174,4318,1219,1637,1498,174,34825,1741.25
51,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,72,28,35,32,10,68,2,10,44,114,188,65,5,112,32,42,39,5,903,903
52,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,30,12,15,13,4,28,1,4,19,48,79,27,2,47,13,18,16,2,378,378
53,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,65,25,32,28,9,61,2,9,40,103,169,58,4,100,28,38,35,4,810,810
54,0,1,0,1,0,2,0,1,1,2,7,1,0,6,0,1,1,0,24,482,187,235,211,66,452,12,66,296,766,1260,434,30,748,211,283,259,30,6028,301.4
55,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,197,77,96,86,27,185,5,27,121,313,515,178,12,306,86,116,106,12,2465,1232.5
56,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,2335,905,1139,1022,321,2189,58,321,1430,3707,6101,2102,146,3620,1022,1372,1255,146,29191,14595.5
57,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,10,4,5,4,1,9,0,1,6,15,25,9,1,15,4,6,5,1,121,121
58,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,97,38,47,42,13,91,3,13,59,153,252,87,6,150,42,57,52,6,1208,1208
59,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,114,44,56,50,16,107,3,16,70,181,298,103,7,177,50,67,61,7,1427,1427
61,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,2801,1085,1365,1225,385,2626,70,385,1716,4446,7317,2521,175,4341,1225,1646,1506,175,35010,35010
63,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,1534,594,748,671,211,1438,38,211,939,2435,4007,1380,96,2377,671,901,824,96,19171,9585.5
64,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,221,86,108,97,30,207,6,30,135,350,576,199,14,342,97,130,119,14,2761,1380.5
65,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,2445,947,1192,1070,336,2292,61,336,1498,3881,6387,2200,153,3790,1070,1436,1314,153,30561,15280.5
66,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,11,4,5,5,2,10,0,2,7,17,28,10,1,17,5,6,6,1,137,34.25
67,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,2344,908,1143,1026,322,2198,59,322,1436,3721,6124,2110,147,3633,1026,1377,1260,147,29303,4395.45
69,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,167,65,81,73,23,156,4,23,102,265,436,150,11,259,73,98,90,11,2087,104.35
70,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,2998,1162,1461,1312,412,2810,75,412,1836,4759,7831,2698,187,4646,1312,1761,1611,187,37470,37470
72,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,3397,1316,1656,1486,467,3185,85,467,2081,5393,8875,3057,212,5265,1486,1996,1826,212,42462,42462
74,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,8895,3447,4336,3892,1223,8339,222,1223,5448,14121,23239,8006,556,13788,3892,5226,4781,556,111190,16678.5
75,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,71,27,34,31,10,66,2,10,43,112,184,64,5,109,31,41,38,5,883,883
76,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,559,217,273,245,77,524,14,77,343,888,1461,503,35,867,245,329,301,35,6993,1748.25
77,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,16,6,8,7,2,15,0,2,10,25,41,14,1,25,7,9,9,1,198,9.9
78,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,44,17,21,19,6,41,1,6,27,69,114,39,3,68,19,26,24,3,547,547
79,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,631,244,307,276,87,591,16,87,386,1001,1647,568,40,977,276,371,339,40,7884,3942
80,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,347,135,169,152,48,325,9,48,213,551,907,312,22,538,152,204,187,22,4341,217.05
81,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,9,3,4,4,1,8,0,1,5,14,22,8,1,13,4,5,5,1,108,27
82,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,1532,594,747,670,211,1436,38,211,938,2432,4003,1379,96,2375,670,900,824,96,19152,19152
83,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,11,4,5,5,2,10,0,2,7,17,28,10,1,16,5,6,6,1,136,136
84,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,38,15,19,17,5,36,1,5,23,60,99,34,2,59,17,22,20,2,474,237
85,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,200,78,98,88,28,188,5,28,123,318,523,180,13,311,88,118,108,13,2508,1254
86,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,13,5,6,6,2,12,0,2,8,20,33,11,1,19,6,7,7,1,159,79.5
88,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,13,5,7,6,2,13,0,2,8,21,35,12,1,21,6,8,7,1,168,168
89,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,3179,1232,1550,1391,437,2980,80,437,1947,5046,8304,2861,199,4927,1391,1867,1709,199,39736,39736
90,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,80,31,39,35,11,75,2,11,49,127,210,72,5,124,35,47,43,5,1001,1001
91,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,29,11,14,13,4,27,1,4,18,46,76,26,2,45,13,17,16,2,364,182
93,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,67,26,33,29,9,63,2,9,41,106,175,60,4,104,29,39,36,4,836,418
94,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,6360,2465,3100,2782,875,5962,159,875,3895,10096,16615,5724,398,9858,2782,3736,3418,398,79498,3974.9
95,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,22,8,11,10,3,20,1,3,13,34,56,19,1,33,10,13,12,1,270,270
96,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,625,242,305,274,86,586,16,86,383,992,1633,563,39,969,274,367,336,39,7815,7815
97,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,143,56,70,63,20,134,4,20,88,227,374,129,9,222,63,84,77,9,1792,1792
102,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,48,19,23,21,7,45,1,7,29,76,125,43,3,74,21,28,26,3,599,599
103,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,3309,1282,1613,1448,455,3102,83,455,2027,5253,8644,2978,207,5129,1448,1944,1778,207,41362,20681
104,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,740,287,361,324,102,694,19,102,453,1174,1933,666,46,1147,324,435,398,46,9251,462.55
108,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,341,132,166,149,47,319,9,47,209,541,890,307,21,528,149,200,183,21,4259,2129.5
109,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,34,13,17,15,5,32,1,5,21,54,88,30,2,52,15,20,18,2,424,106
110,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,100,39,49,44,14,93,3,14,61,158,260,90,6,154,44,59,54,6,1248,1248
112,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,10,4,5,5,1,10,0,1,6,16,26,9,1,16,5,6,6,1,128,128
113,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,344,133,168,150,47,322,9,47,210,545,897,309,22,533,150,202,185,22,4295,2147.5
114,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,5422,2101,2643,2372,746,5084,136,746,3321,8608,14166,4880,339,8405,2372,3186,2915,339,67781,33890.5
115,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,604,234,294,264,83,566,15,83,370,959,1578,544,38,936,264,355,325,38,7550,3775
116,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,37,14,18,16,5,35,1,5,23,58,96,33,2,57,16,22,20,2,460,460
117,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,240,93,117,105,33,225,6,33,147,380,626,216,15,371,105,141,129,15,2997,2997
119,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,9,4,5,4,1,9,0,1,6,15,24,8,1,14,4,5,5,1,116,58
120,0,1,0,1,0,2,0,1,1,1,5,1,0,5,0,1,1,0,20,47,18,23,21,7,44,1,7,29,74,122,42,3,72,21,28,25,3,587,293.5
121,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,106,41,52,46,15,99,3,15,65,168,277,95,7,164,46,62,57,7,1325,331.25
122,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,42,16,21,19,6,40,1,6,26,67,110,38,3,65,19,25,23,3,530,265
123,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,136,53,66,60,19,128,3,19,83,216,355,122,9,211,60,80,73,9,1702,1702
124,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,62,24,30,27,9,58,2,9,38,99,163,56,4,96,27,37,34,4,779,779
125,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,1393,540,679,609,192,1306,35,192,853,2211,3638,1253,87,2159,609,818,749,87,17410,17410
126,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,789,306,384,345,109,739,20,109,483,1252,2060,710,49,1222,345,463,424,49,9858,9858
127,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,2682,1039,1308,1174,369,2515,67,369,1643,4258,7008,2414,168,4158,1174,1576,1442,168,33532,33532
128,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,1453,563,708,636,200,1362,36,200,890,2306,3795,1308,91,2252,636,854,781,91,18162,18162
129,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,119,46,58,52,16,112,3,16,73,189,311,107,8,185,52,70,64,8,1489,1489
130,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,325,126,158,142,45,304,8,45,199,515,848,292,20,503,142,191,175,20,4058,4058
131,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,4007,1553,1953,1753,551,3756,100,551,2454,6360,10467,3606,251,6210,1753,2354,2154,251,50084,50084
132,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,157,61,77,69,22,147,4,22,96,250,411,142,10,244,69,92,85,10,1968,1968
133,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,6,8619,3340,4202,3771,1185,8081,216,1185,5279,13683,22518,7757,539,13360,3771,5064,4633,539,107742,107742
135,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,1665,645,812,729,229,1561,42,229,1020,2644,4350,1499,104,2581,729,978,895,104,20816,20816
136,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,91,35,44,40,13,85,2,13,56,144,237,82,6,141,40,53,49,6,1137,170.55
137,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,35,14,17,15,5,33,1,5,21,55,90,31,2,54,15,20,19,2,434,434
138,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,61,24,30,27,9,58,2,9,38,98,160,55,4,95,27,36,33,4,770,385
139,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,1944,753,948,850,267,1822,49,267,1191,3086,5078,1749,122,3013,850,1142,1045,122,24298,24298
141,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,925,359,451,405,127,867,23,127,567,1469,2417,833,58,1434,405,544,497,58,11566,578.3
142,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,1048,406,511,458,144,982,26,144,642,1663,2737,943,66,1624,458,616,563,66,13097,6548.5
144,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,4564,1769,2225,1997,628,4279,114,628,2795,7245,11923,4108,285,7074,1997,2681,2453,285,57050,28525
146,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,21,8,10,9,3,20,1,3,13,33,54,19,1,32,9,12,11,1,260,13
147,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,408,158,199,178,56,382,10,56,250,647,1065,367,26,632,178,240,219,26,5097,5097
148,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,59,23,29,26,8,55,2,8,36,93,154,53,4,91,26,35,32,4,738,369
149,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,727,282,354,318,100,682,18,100,445,1154,1899,654,46,1127,318,427,391,46,9088,9088
150,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,481,187,235,211,66,451,12,66,295,764,1257,433,30,746,211,283,259,30,6017,6017
151,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,18,7,9,8,3,17,1,3,11,29,47,16,1,28,8,11,10,1,228,34.2
152,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,389,151,190,170,54,365,10,54,239,618,1017,350,24,604,170,229,209,24,4867,4867
154,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,76,30,37,33,11,72,2,11,47,121,199,69,5,118,33,45,41,5,955,955
155,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,229,89,112,100,32,215,6,32,140,364,599,206,14,355,100,135,123,14,2865,2865
156,0,1,0,1,0,2,0,1,1,1,6,1,0,5,0,1,1,0,21,4499,1743,2193,1968,619,4218,113,619,2756,7142,11754,4049,281,6974,1968,2643,2418,281,56238,56238
157,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,5,152,59,74,67,21,142,4,21,93,241,397,137,10,235,67,89,82,10,1901,1901
158,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,3590,1391,1750,1571,494,3366,90,494,2199,5700,9380,3231,224,5565,1571,2109,1930,224,44879,6731.85
162,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,153,59,75,67,21,143,4,21,94,242,399,137,10,237,67,90,82,10,1911,955.5
164,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,77,30,38,34,11,72,2,11,47,123,202,70,5,120,34,45,42,5,968,968
166,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,6672,2586,3253,2919,918,6255,167,918,4087,10593,17432,6005,417,10342,2919,3920,3587,417,83407,83407
167,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,2967,1150,1447,1298,408,2782,74,408,1817,4710,7751,2670,186,4599,1298,1743,1595,186,37089,18544.5
168,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,135,53,66,59,19,127,3,19,83,215,354,122,9,210,59,80,73,9,1695,1695
169,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,71,28,35,31,10,66,2,10,43,112,185,64,5,110,31,42,38,5,888,44.4
170,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,724,281,353,317,100,679,18,100,443,1149,1891,652,45,1122,317,425,389,45,9050,4525
171,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,441,171,215,193,61,414,11,61,270,701,1153,397,28,684,193,259,237,28,5517,2758.5
172,0,1,0,1,0,2,0,1,1,1,6,1,0,5,0,1,1,0,21,556,216,271,243,77,521,14,77,341,883,1453,500,35,862,243,327,299,35,6953,6953
173,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,707,274,345,310,97,663,18,97,433,1123,1848,637,44,1096,310,416,380,44,8842,2210.5
174,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,6,365,142,178,160,50,343,9,50,224,580,954,329,23,566,160,215,196,23,4567,4567
175,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,37,14,18,16,5,34,1,5,22,58,95,33,2,57,16,22,20,2,457,457
177,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,157,61,77,69,22,147,4,22,96,250,411,142,10,244,69,92,85,10,1968,492
178,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,10,4,5,4,1,9,0,1,6,16,26,9,1,15,4,6,5,1,123,6.15
179,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,14,6,7,6,2,13,0,2,9,22,37,13,1,22,6,8,8,1,177,26.55
181,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,269,104,131,118,37,252,7,37,165,427,703,242,17,417,118,158,145,17,3364,841
182,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,40,16,20,18,6,38,1,6,25,64,106,36,3,63,18,24,22,3,509,509
183,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,6,19,7,9,8,3,18,1,3,12,30,49,17,1,29,8,11,10,1,236,118
184,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,41,16,20,18,6,39,1,6,25,65,108,37,3,64,18,24,22,3,516,516
186,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,63,25,31,28,9,59,2,9,39,100,165,57,4,98,28,37,34,4,792,396
187,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,17353,6724,8459,7592,2386,16268,434,2386,10629,27547,45334,15617,1085,26896,7592,10195,9327,1085,216909,216909
188,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,47,18,23,20,7,44,1,7,29,74,122,42,3,72,20,27,25,3,584,584
189,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,9674,3749,4716,4233,1330,9070,242,1330,5926,15358,25274,8707,605,14995,4233,5684,5200,605,120931,60465.5
190,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,6,21,8,10,9,3,20,1,3,13,33,54,19,1,32,9,12,11,1,260,130
191,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,10,4,5,5,1,10,0,1,6,16,27,9,1,16,5,6,6,1,129,64.5
192,0,1,0,1,0,2,0,1,1,1,6,1,0,5,0,1,1,0,21,100,39,49,44,14,94,3,14,61,159,261,90,6,155,44,59,54,6,1252,626
194,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,6827,2645,3328,2987,939,6400,171,939,4181,10837,17835,6144,427,10581,2987,4011,3669,427,85335,42667.5
195,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,1435,556,700,628,197,1346,36,197,879,2279,3750,1292,90,2225,628,843,772,90,17943,17943
